Vg (V),Id (A),G (S),cycle,idx_in_cycle
-0.11999999999999944,-0.000113502,0.0009458500000000044,0,126
-0.13999999999999946,-0.000114459,0.0008175642857142888,0,127
-0.15999999999999948,-0.000115399,0.0007212437500000023,0,128
-0.1799999999999995,-0.000116282,0.0006460111111111129,0,129
-0.1999999999999995,-0.000117145,0.0005857250000000015,0,130
-0.21999999999999953,-0.000117938,0.0005360818181818193,0,131
-0.23999999999999955,-0.000118696,0.0004945666666666676,0,132
-0.25999999999999956,-0.00011942,0.0004593076923076931,0,133
-0.2799999999999996,-0.000120113,0.0004289750000000006,0,134
-0.2999999999999996,-0.000120775,0.00040258333333333384,0,135
-0.3199999999999996,-0.000121386,0.00037933125000000047,0,136
-0.33999999999999964,-0.00012194,0.0003586470588235298,0,137
-0.35999999999999965,-0.000122464,0.0003401777777777781,0,138
-0.37999999999999967,-0.000122974,0.00032361578947368453,0,139
-0.3999999999999997,-0.000123481,0.0003087025000000002,0,140
-0.4199999999999997,-0.000123921,0.0002950500000000002,0,141
-0.4399999999999997,-0.000124351,0.00028261590909090927,0,142
-0.45999999999999974,-0.000124727,0.00027114565217391316,0,143
-0.47999999999999976,-0.000125057,0.0002605354166666668,0,144
-0.4999999999999998,-0.000125431,0.00025086200000000013,0,145
-0.5199999999999998,-0.000125774,0.000241873076923077,0,146
-0.5399999999999998,-0.000126077,0.000233475925925926,0,147
-0.5599999999999998,-0.000126341,0.00022560892857142865,0,148
-0.5799999999999998,-0.000126619,0.0002183086206896552,0,149
-0.5999999999999999,-0.000126833,0.00021138833333333336,0,150
-0.6199999999999999,-0.000126967,0.00020478548387096776,0,151
-0.6399999999999999,-0.000127156,0.00019868125,0,152
-0.6599999999999999,-0.000127294,0.000192869696969697,0,153
-0.6799999999999999,-0.000127407,0.00018736323529411767,0,154
-0.7,-0.000127418,0.00018202571428571428,0,155
-0.72,-0.000127428,0.00017698333333333332,0,156
-0.74,-0.000127373,0.00017212567567567567,0,157
-0.76,-0.000127292,0.0001674894736842105,0,158
-0.78,-0.000127139,0.00016299871794871792,0,159
-0.8,-0.000126903,0.00015862874999999997,0,160
-0.8,-0.000126395,0.00015799375,1,0
-0.78,-0.000125547,0.0001609576923076923,1,1
-0.76,-0.000124882,0.00016431842105263156,1,2
-0.74,-0.000124279,0.00016794459459459462,1,3
-0.72,-0.000123761,0.00017189027777777779,1,4
-0.7,-0.000123268,0.00017609714285714287,1,5
-0.6799999999999999,-0.000122801,0.00018058970588235294,1,6
-0.6599999999999999,-0.000122383,0.0001854287878787879,1,7
-0.6399999999999999,-0.00012194,0.00019053125000000003,1,8
-0.6199999999999999,-0.00012153,0.0001960161290322581,1,9
-0.5999999999999999,-0.00012113,0.00020188333333333338,1,10
-0.5799999999999998,-0.000120785,0.00020825000000000005,1,11
-0.5599999999999998,-0.000120397,0.00021499464285714293,1,12
-0.5399999999999998,-0.000120018,0.00022225555555555564,1,13
